[2020-01-12 13:56:52,626 - INFO] Testing: /home/tanujay/DeepFake/CVPRW2019_Face_Artifacts/demo/dfdc_train_part_48/pskrepsber.mp4
[2020-01-12 13:57:19,352 - INFO] Frame 37
[2020-01-12 13:57:19,661 - INFO] 1 faces are detected.
[2020-01-12 13:57:20,018 - INFO] Frame 38
[2020-01-12 13:57:20,327 - INFO] 1 faces are detected.
[2020-01-12 13:57:20,678 - INFO] Frame 39
[2020-01-12 13:57:20,987 - INFO] 1 faces are detected.
[2020-01-12 13:57:21,338 - INFO] Frame 40
[2020-01-12 13:57:21,651 - INFO] 1 faces are detected.
[2020-01-12 13:57:22,077 - INFO] Frame 41
[2020-01-12 13:57:22,395 - INFO] 1 faces are detected.
[2020-01-12 13:57:22,828 - INFO] Frame 42
[2020-01-12 13:57:23,144 - INFO] 1 faces are detected.
[2020-01-12 13:57:23,552 - INFO] Frame 43
[2020-01-12 13:57:23,861 - INFO] 1 faces are detected.
[2020-01-12 13:57:24,219 - INFO] Frame 44
[2020-01-12 13:57:24,544 - INFO] 1 faces are detected.
[2020-01-12 13:57:25,050 - INFO] Frame 45
[2020-01-12 13:57:25,393 - INFO] 1 faces are detected.
[2020-01-12 13:57:25,776 - INFO] Frame 46
[2020-01-12 13:57:26,107 - INFO] 1 faces are detected.
[2020-01-12 13:57:26,543 - INFO] Frame 47
[2020-01-12 13:57:26,862 - INFO] 1 faces are detected.
[2020-01-12 13:57:27,218 - INFO] Frame 48
[2020-01-12 13:57:27,546 - INFO] 1 faces are detected.
[2020-01-12 13:57:27,915 - INFO] Frame 49
[2020-01-12 13:57:28,249 - INFO] 1 faces are detected.
[2020-01-12 13:57:28,603 - INFO] Frame 50
[2020-01-12 13:57:28,945 - INFO] 1 faces are detected.
[2020-01-12 13:57:29,410 - INFO] Frame 51
[2020-01-12 13:57:29,737 - INFO] 1 faces are detected.
[2020-01-12 13:57:30,120 - INFO] Frame 52
[2020-01-12 13:57:30,439 - INFO] 1 faces are detected.
[2020-01-12 13:57:30,811 - INFO] Frame 53
[2020-01-12 13:57:31,107 - WARNING] No faces are detected.
[2020-01-12 13:57:31,107 - INFO] Frame 54
[2020-01-12 13:57:31,434 - INFO] 1 faces are detected.
[2020-01-12 13:57:31,788 - INFO] Frame 55
[2020-01-12 13:57:32,112 - INFO] 1 faces are detected.
[2020-01-12 13:57:32,482 - INFO] Frame 56
[2020-01-12 13:57:32,802 - INFO] 1 faces are detected.
[2020-01-12 13:57:33,194 - INFO] Frame 57
[2020-01-12 13:57:33,520 - INFO] 1 faces are detected.
[2020-01-12 13:57:33,887 - INFO] Frame 58
[2020-01-12 13:57:34,209 - INFO] 1 faces are detected.
[2020-01-12 13:57:34,590 - INFO] Frame 59
[2020-01-12 13:57:34,916 - INFO] 1 faces are detected.
[2020-01-12 13:57:35,313 - INFO] Frame 60
[2020-01-12 13:57:35,636 - INFO] 1 faces are detected.
[2020-01-12 13:57:36,011 - INFO] Frame 61
[2020-01-12 13:57:36,339 - INFO] 1 faces are detected.
[2020-01-12 13:57:36,715 - INFO] Frame 62
[2020-01-12 13:57:37,041 - INFO] 1 faces are detected.
[2020-01-12 13:57:37,431 - INFO] Frame 63
[2020-01-12 13:57:37,757 - INFO] 1 faces are detected.
[2020-01-12 13:57:38,149 - INFO] Frame 64
[2020-01-12 13:57:38,471 - INFO] 1 faces are detected.
[2020-01-12 13:57:38,874 - INFO] Frame 65
[2020-01-12 13:57:39,203 - INFO] 1 faces are detected.
[2020-01-12 13:57:39,599 - INFO] Frame 66
[2020-01-12 13:57:39,918 - INFO] 1 faces are detected.
[2020-01-12 13:57:40,276 - INFO] Frame 67
[2020-01-12 13:57:40,594 - INFO] 1 faces are detected.
[2020-01-12 13:57:41,028 - INFO] Frame 68
[2020-01-12 13:57:41,371 - INFO] 1 faces are detected.
[2020-01-12 13:57:41,735 - INFO] Frame 69
[2020-01-12 13:57:42,066 - INFO] 1 faces are detected.
[2020-01-12 13:57:42,474 - INFO] Frame 70
[2020-01-12 13:57:42,791 - INFO] 1 faces are detected.
[2020-01-12 13:57:43,221 - INFO] Frame 71
[2020-01-12 13:57:43,557 - INFO] 1 faces are detected.
[2020-01-12 13:57:43,922 - INFO] Frame 72
[2020-01-12 13:57:44,260 - INFO] 1 faces are detected.
[2020-01-12 13:57:44,708 - INFO] Frame 73
[2020-01-12 13:57:45,024 - INFO] 1 faces are detected.
[2020-01-12 13:57:45,463 - INFO] Frame 74
[2020-01-12 13:57:45,781 - INFO] 1 faces are detected.
[2020-01-12 13:57:46,200 - INFO] Frame 75
[2020-01-12 13:57:46,544 - INFO] 1 faces are detected.
[2020-01-12 13:57:46,998 - INFO] Frame 76
[2020-01-12 13:57:47,327 - INFO] 1 faces are detected.
[2020-01-12 13:57:47,811 - INFO] Frame 77
[2020-01-12 13:57:48,132 - INFO] 1 faces are detected.
[2020-01-12 13:57:48,505 - INFO] Frame 78
[2020-01-12 13:57:48,817 - INFO] 1 faces are detected.
[2020-01-12 13:57:49,188 - INFO] Frame 79
[2020-01-12 13:57:49,505 - INFO] 1 faces are detected.
[2020-01-12 13:57:50,054 - INFO] Frame 80
[2020-01-12 13:57:50,405 - INFO] 1 faces are detected.
[2020-01-12 13:57:50,758 - INFO] Frame 81
[2020-01-12 13:57:51,072 - INFO] 1 faces are detected.
[2020-01-12 13:57:51,423 - INFO] Frame 82
[2020-01-12 13:57:51,740 - INFO] 1 faces are detected.
[2020-01-12 13:57:52,112 - INFO] Frame 83
[2020-01-12 13:57:52,426 - INFO] 1 faces are detected.
[2020-01-12 13:57:52,791 - INFO] Frame 84
[2020-01-12 13:57:53,108 - INFO] 1 faces are detected.
[2020-01-12 13:57:53,489 - INFO] Frame 85
[2020-01-12 13:57:53,806 - INFO] 1 faces are detected.
[2020-01-12 13:57:54,173 - INFO] Frame 86
[2020-01-12 13:57:54,486 - INFO] 1 faces are detected.
[2020-01-12 13:57:54,864 - INFO] Frame 87
[2020-01-12 13:57:55,179 - INFO] 1 faces are detected.
[2020-01-12 13:57:55,532 - INFO] Frame 88
[2020-01-12 13:57:55,844 - INFO] 1 faces are detected.
[2020-01-12 13:57:56,198 - INFO] Frame 89
[2020-01-12 13:57:56,510 - INFO] 1 faces are detected.
[2020-01-12 13:57:56,863 - INFO] Frame 90
[2020-01-12 13:57:57,173 - INFO] 1 faces are detected.
[2020-01-12 13:57:57,524 - INFO] Frame 91
[2020-01-12 13:57:57,834 - INFO] 1 faces are detected.
[2020-01-12 13:57:58,182 - INFO] Frame 92
[2020-01-12 13:57:58,496 - INFO] 1 faces are detected.
[2020-01-12 13:57:58,848 - INFO] Frame 93
[2020-01-12 13:57:59,164 - INFO] 1 faces are detected.
[2020-01-12 13:57:59,533 - INFO] Frame 94
[2020-01-12 13:57:59,847 - INFO] 1 faces are detected.
[2020-01-12 13:58:00,205 - INFO] Frame 95
[2020-01-12 13:58:00,517 - INFO] 1 faces are detected.
[2020-01-12 13:58:00,872 - INFO] Frame 96
[2020-01-12 13:58:01,191 - INFO] 1 faces are detected.
[2020-01-12 13:58:01,545 - INFO] Frame 97
[2020-01-12 13:58:01,858 - INFO] 1 faces are detected.
[2020-01-12 13:58:02,218 - INFO] Frame 98
[2020-01-12 13:58:02,531 - INFO] 1 faces are detected.
[2020-01-12 13:58:02,904 - INFO] Frame 99
[2020-01-12 13:58:03,215 - INFO] 1 faces are detected.
[2020-01-12 13:58:03,570 - INFO] Frame 100
[2020-01-12 13:58:03,882 - INFO] 1 faces are detected.
[2020-01-12 13:58:04,238 - INFO] Frame 101
[2020-01-12 13:58:04,547 - INFO] 1 faces are detected.
[2020-01-12 13:58:04,919 - INFO] Frame 102
[2020-01-12 13:58:05,231 - INFO] 1 faces are detected.
[2020-01-12 13:58:05,583 - INFO] Frame 103
[2020-01-12 13:58:05,895 - INFO] 1 faces are detected.
[2020-01-12 13:58:06,266 - INFO] Frame 104
[2020-01-12 13:58:06,576 - INFO] 1 faces are detected.
[2020-01-12 13:58:06,944 - INFO] Frame 105
[2020-01-12 13:58:07,258 - INFO] 1 faces are detected.
[2020-01-12 13:58:07,627 - INFO] Frame 106
[2020-01-12 13:58:07,948 - INFO] 1 faces are detected.
[2020-01-12 13:58:08,310 - INFO] Frame 107
[2020-01-12 13:58:08,625 - INFO] 1 faces are detected.
[2020-01-12 13:58:08,974 - INFO] Frame 108
[2020-01-12 13:58:09,286 - INFO] 1 faces are detected.
[2020-01-12 13:58:09,642 - INFO] Frame 109
[2020-01-12 13:58:09,952 - INFO] 1 faces are detected.
[2020-01-12 13:58:10,303 - INFO] Frame 110
[2020-01-12 13:58:10,627 - INFO] 1 faces are detected.
[2020-01-12 13:58:10,988 - INFO] Frame 111
[2020-01-12 13:58:11,308 - INFO] 1 faces are detected.
[2020-01-12 13:58:11,819 - INFO] Frame 112
[2020-01-12 13:58:12,213 - INFO] 1 faces are detected.
[2020-01-12 13:58:12,688 - INFO] Frame 113
[2020-01-12 13:58:13,135 - INFO] 1 faces are detected.
[2020-01-12 13:58:13,759 - INFO] Frame 114
[2020-01-12 13:58:14,076 - INFO] 1 faces are detected.
[2020-01-12 13:58:14,511 - INFO] Frame 115
[2020-01-12 13:58:14,896 - INFO] 1 faces are detected.
[2020-01-12 13:58:15,481 - INFO] Frame 116
[2020-01-12 13:58:15,804 - INFO] 1 faces are detected.
[2020-01-12 13:58:16,167 - INFO] Frame 117
[2020-01-12 13:58:16,526 - INFO] 1 faces are detected.
[2020-01-12 13:58:16,890 - INFO] Frame 118
[2020-01-12 13:58:17,212 - INFO] 1 faces are detected.
[2020-01-12 13:58:17,801 - INFO] Frame 119
[2020-01-12 13:58:18,122 - INFO] 1 faces are detected.
[2020-01-12 13:58:18,505 - INFO] Frame 120
[2020-01-12 13:58:18,905 - INFO] 1 faces are detected.
[2020-01-12 13:58:19,336 - INFO] Frame 121
[2020-01-12 13:58:19,692 - INFO] 1 faces are detected.
[2020-01-12 13:58:20,058 - INFO] Frame 122
[2020-01-12 13:58:20,407 - INFO] 1 faces are detected.
[2020-01-12 13:58:20,864 - INFO] Frame 123
[2020-01-12 13:58:21,183 - INFO] 1 faces are detected.
[2020-01-12 13:58:21,609 - INFO] Frame 124
[2020-01-12 13:58:21,964 - INFO] 1 faces are detected.
[2020-01-12 13:58:22,395 - INFO] Frame 125
[2020-01-12 13:58:22,721 - INFO] 1 faces are detected.
[2020-01-12 13:58:23,176 - INFO] Frame 126
[2020-01-12 13:58:23,493 - INFO] 1 faces are detected.
[2020-01-12 13:58:23,919 - INFO] Frame 127
[2020-01-12 13:58:24,278 - INFO] 1 faces are detected.
[2020-01-12 13:58:24,906 - INFO] Frame 128
[2020-01-12 13:58:25,227 - INFO] 1 faces are detected.
[2020-01-12 13:58:25,591 - INFO] Frame 129
[2020-01-12 13:58:25,902 - INFO] 1 faces are detected.
[2020-01-12 13:58:26,456 - INFO] Frame 130
[2020-01-12 13:58:26,805 - INFO] 1 faces are detected.
[2020-01-12 13:58:27,276 - INFO] Frame 131
[2020-01-12 13:58:27,605 - INFO] 1 faces are detected.
[2020-01-12 13:58:28,020 - INFO] Frame 132
[2020-01-12 13:58:28,336 - INFO] 1 faces are detected.
[2020-01-12 13:58:28,824 - INFO] Frame 133
[2020-01-12 13:58:29,156 - INFO] 1 faces are detected.
[2020-01-12 13:58:29,554 - INFO] Frame 134
[2020-01-12 13:58:29,883 - INFO] 1 faces are detected.
[2020-01-12 13:58:30,289 - INFO] Frame 135
[2020-01-12 13:58:30,615 - INFO] 1 faces are detected.
[2020-01-12 13:58:31,009 - INFO] Frame 136
[2020-01-12 13:58:31,330 - INFO] 1 faces are detected.
[2020-01-12 13:58:31,706 - INFO] Frame 137
[2020-01-12 13:58:32,074 - INFO] 1 faces are detected.
[2020-01-12 13:58:32,451 - INFO] Frame 138
[2020-01-12 13:58:32,785 - INFO] 1 faces are detected.
[2020-01-12 13:58:33,183 - INFO] Frame 139
[2020-01-12 13:58:33,510 - INFO] 1 faces are detected.
[2020-01-12 13:58:33,930 - INFO] Frame 140
[2020-01-12 13:58:34,257 - INFO] 1 faces are detected.
[2020-01-12 13:58:34,616 - INFO] Frame 141
[2020-01-12 13:58:34,935 - INFO] 1 faces are detected.
[2020-01-12 13:58:35,299 - INFO] Frame 142
[2020-01-12 13:58:35,644 - INFO] 1 faces are detected.
[2020-01-12 13:58:36,232 - INFO] Frame 143
[2020-01-12 13:58:36,552 - INFO] 1 faces are detected.
[2020-01-12 13:58:36,976 - INFO] Frame 144
[2020-01-12 13:58:37,323 - INFO] 1 faces are detected.
[2020-01-12 13:58:37,752 - INFO] Frame 145
[2020-01-12 13:58:38,070 - INFO] 1 faces are detected.
[2020-01-12 13:58:38,733 - INFO] Frame 146
[2020-01-12 13:58:39,086 - INFO] 1 faces are detected.
[2020-01-12 13:58:39,539 - INFO] Frame 147
[2020-01-12 13:58:39,858 - INFO] 1 faces are detected.
[2020-01-12 13:58:40,263 - INFO] Frame 148
[2020-01-12 13:58:40,605 - INFO] 1 faces are detected.
[2020-01-12 13:58:40,997 - INFO] Frame 149
[2020-01-12 13:58:41,342 - INFO] 1 faces are detected.
[2020-01-12 13:58:41,791 - INFO] Frame 150
[2020-01-12 13:58:42,119 - INFO] 1 faces are detected.
[2020-01-12 13:58:42,519 - INFO] Frame 151
[2020-01-12 13:58:42,836 - INFO] 1 faces are detected.
[2020-01-12 13:58:43,201 - INFO] Frame 152
[2020-01-12 13:58:43,529 - INFO] 1 faces are detected.
[2020-01-12 13:58:43,971 - INFO] Frame 153
[2020-01-12 13:58:44,287 - INFO] 1 faces are detected.
[2020-01-12 13:58:44,646 - INFO] Frame 154
[2020-01-12 13:58:45,029 - INFO] 1 faces are detected.
[2020-01-12 13:58:45,631 - INFO] Frame 155
[2020-01-12 13:58:46,012 - INFO] 1 faces are detected.
[2020-01-12 13:58:46,402 - INFO] Frame 156
[2020-01-12 13:58:46,729 - INFO] 1 faces are detected.
[2020-01-12 13:58:47,169 - INFO] Frame 157
[2020-01-12 13:58:47,573 - INFO] 1 faces are detected.
[2020-01-12 13:58:47,965 - INFO] Frame 158
[2020-01-12 13:58:48,282 - INFO] 1 faces are detected.
[2020-01-12 13:58:48,634 - INFO] Frame 159
[2020-01-12 13:58:48,944 - INFO] 1 faces are detected.
[2020-01-12 13:58:49,505 - INFO] Frame 160
[2020-01-12 13:58:49,825 - INFO] 1 faces are detected.
[2020-01-12 13:58:50,202 - INFO] Frame 161
[2020-01-12 13:58:50,528 - INFO] 1 faces are detected.
[2020-01-12 13:58:50,904 - INFO] Frame 162
[2020-01-12 13:58:51,221 - INFO] 1 faces are detected.
[2020-01-12 13:58:51,580 - INFO] Frame 163
[2020-01-12 13:58:51,928 - INFO] 1 faces are detected.
[2020-01-12 13:58:52,330 - INFO] Frame 164
[2020-01-12 13:58:52,656 - INFO] 1 faces are detected.
[2020-01-12 13:58:53,050 - INFO] Frame 165
[2020-01-12 13:58:53,367 - INFO] 1 faces are detected.
[2020-01-12 13:58:53,744 - INFO] Frame 166
[2020-01-12 13:58:54,066 - INFO] 1 faces are detected.
[2020-01-12 13:58:54,432 - INFO] Frame 167
[2020-01-12 13:58:54,755 - INFO] 1 faces are detected.
[2020-01-12 13:58:55,141 - INFO] Frame 168
[2020-01-12 13:58:55,463 - INFO] 1 faces are detected.
[2020-01-12 13:58:55,822 - INFO] Frame 169
[2020-01-12 13:58:56,143 - INFO] 1 faces are detected.
[2020-01-12 13:58:56,561 - INFO] Frame 170
[2020-01-12 13:58:56,882 - INFO] 1 faces are detected.
[2020-01-12 13:58:57,395 - INFO] Frame 171
[2020-01-12 13:58:57,754 - INFO] 1 faces are detected.
[2020-01-12 13:58:58,208 - INFO] Frame 172
[2020-01-12 13:58:58,623 - INFO] 1 faces are detected.
[2020-01-12 13:58:59,142 - INFO] Frame 173
[2020-01-12 13:58:59,472 - INFO] 1 faces are detected.
[2020-01-12 13:59:00,220 - INFO] Frame 174
[2020-01-12 13:59:00,665 - INFO] 1 faces are detected.
[2020-01-12 13:59:01,118 - INFO] Frame 175
[2020-01-12 13:59:01,471 - INFO] 1 faces are detected.
[2020-01-12 13:59:01,881 - INFO] Frame 176
[2020-01-12 13:59:02,201 - INFO] 1 faces are detected.
[2020-01-12 13:59:02,567 - INFO] Frame 177
[2020-01-12 13:59:02,886 - INFO] 1 faces are detected.
[2020-01-12 13:59:03,246 - INFO] Frame 178
[2020-01-12 13:59:03,567 - INFO] 1 faces are detected.
[2020-01-12 13:59:03,944 - INFO] Frame 179
[2020-01-12 13:59:04,268 - INFO] 1 faces are detected.
[2020-01-12 13:59:04,675 - INFO] Frame 180
[2020-01-12 13:59:05,003 - INFO] 1 faces are detected.
[2020-01-12 13:59:05,417 - INFO] Frame 181
[2020-01-12 13:59:05,744 - INFO] 1 faces are detected.
[2020-01-12 13:59:06,141 - INFO] Frame 182
[2020-01-12 13:59:06,467 - INFO] 1 faces are detected.
[2020-01-12 13:59:06,852 - INFO] Frame 183
[2020-01-12 13:59:07,178 - INFO] 1 faces are detected.
[2020-01-12 13:59:07,582 - INFO] Frame 184
[2020-01-12 13:59:07,908 - INFO] 1 faces are detected.
[2020-01-12 13:59:08,307 - INFO] Frame 185
[2020-01-12 13:59:08,638 - INFO] 1 faces are detected.
[2020-01-12 13:59:09,051 - INFO] Frame 186
[2020-01-12 13:59:09,382 - INFO] 1 faces are detected.
[2020-01-12 13:59:09,743 - INFO] Frame 187
[2020-01-12 13:59:10,064 - INFO] 1 faces are detected.
[2020-01-12 13:59:10,428 - INFO] Frame 188
[2020-01-12 13:59:10,745 - INFO] 1 faces are detected.
[2020-01-12 13:59:11,185 - INFO] Frame 189
[2020-01-12 13:59:11,505 - INFO] 1 faces are detected.
[2020-01-12 13:59:11,914 - INFO] Frame 190
[2020-01-12 13:59:12,278 - INFO] 1 faces are detected.
[2020-01-12 13:59:12,812 - INFO] Frame 191
[2020-01-12 13:59:13,171 - INFO] 1 faces are detected.
[2020-01-12 13:59:13,616 - INFO] Frame 192
[2020-01-12 13:59:13,963 - INFO] 1 faces are detected.
[2020-01-12 13:59:14,501 - INFO] Frame 193
[2020-01-12 13:59:14,850 - INFO] 1 faces are detected.
[2020-01-12 13:59:15,315 - INFO] Frame 194
[2020-01-12 13:59:15,635 - INFO] 1 faces are detected.
[2020-01-12 13:59:16,045 - INFO] Frame 195
[2020-01-12 13:59:16,409 - INFO] 1 faces are detected.
[2020-01-12 13:59:16,811 - INFO] Frame 196
[2020-01-12 13:59:17,128 - INFO] 1 faces are detected.
[2020-01-12 13:59:17,579 - INFO] Frame 197
[2020-01-12 13:59:17,909 - INFO] 1 faces are detected.
[2020-01-12 13:59:18,311 - INFO] Frame 198
[2020-01-12 13:59:18,629 - INFO] 1 faces are detected.
[2020-01-12 13:59:18,986 - INFO] Frame 199
[2020-01-12 13:59:19,323 - INFO] 1 faces are detected.
[2020-01-12 13:59:19,700 - INFO] Frame 200
[2020-01-12 13:59:20,036 - INFO] 1 faces are detected.
[2020-01-12 13:59:20,471 - INFO] Frame 201
[2020-01-12 13:59:20,793 - INFO] 1 faces are detected.
[2020-01-12 13:59:21,195 - INFO] Frame 202
[2020-01-12 13:59:21,505 - INFO] 1 faces are detected.
[2020-01-12 13:59:21,940 - INFO] Frame 203
[2020-01-12 13:59:22,286 - INFO] 1 faces are detected.
[2020-01-12 13:59:22,727 - INFO] Frame 204
[2020-01-12 13:59:23,038 - INFO] 1 faces are detected.
[2020-01-12 13:59:23,472 - INFO] Frame 205
[2020-01-12 13:59:23,819 - INFO] 1 faces are detected.
[2020-01-12 13:59:24,248 - INFO] Frame 206
[2020-01-12 13:59:24,563 - INFO] 1 faces are detected.
[2020-01-12 13:59:24,984 - INFO] Frame 207
[2020-01-12 13:59:25,328 - INFO] 1 faces are detected.
[2020-01-12 13:59:25,767 - INFO] Frame 208
[2020-01-12 13:59:26,079 - INFO] 1 faces are detected.
[2020-01-12 13:59:26,497 - INFO] Frame 209
[2020-01-12 13:59:26,846 - INFO] 1 faces are detected.
[2020-01-12 13:59:27,272 - INFO] Frame 210
[2020-01-12 13:59:27,592 - INFO] 1 faces are detected.
[2020-01-12 13:59:28,001 - INFO] Frame 211
[2020-01-12 13:59:28,343 - INFO] 1 faces are detected.
[2020-01-12 13:59:28,777 - INFO] Frame 212
[2020-01-12 13:59:29,095 - INFO] 1 faces are detected.
[2020-01-12 13:59:29,518 - INFO] Frame 213
[2020-01-12 13:59:29,857 - INFO] 1 faces are detected.
[2020-01-12 13:59:30,295 - INFO] Frame 214
[2020-01-12 13:59:30,617 - INFO] 1 faces are detected.
[2020-01-12 13:59:31,018 - INFO] Frame 215
[2020-01-12 13:59:31,358 - INFO] 1 faces are detected.
[2020-01-12 13:59:31,793 - INFO] Frame 216
[2020-01-12 13:59:32,112 - INFO] 1 faces are detected.
[2020-01-12 13:59:32,518 - INFO] Frame 217
[2020-01-12 13:59:32,854 - INFO] 1 faces are detected.
[2020-01-12 13:59:33,294 - INFO] Frame 218
[2020-01-12 13:59:33,618 - INFO] 1 faces are detected.
[2020-01-12 13:59:34,010 - INFO] Frame 219
[2020-01-12 13:59:34,346 - INFO] 1 faces are detected.
[2020-01-12 13:59:34,879 - INFO] Frame 220
[2020-01-12 13:59:35,229 - INFO] 1 faces are detected.
[2020-01-12 13:59:35,611 - INFO] Frame 221
[2020-01-12 13:59:35,948 - INFO] 1 faces are detected.
[2020-01-12 13:59:36,377 - INFO] Frame 222
[2020-01-12 13:59:36,727 - INFO] 1 faces are detected.
[2020-01-12 13:59:37,119 - INFO] Frame 223
[2020-01-12 13:59:37,453 - INFO] 1 faces are detected.
[2020-01-12 13:59:37,880 - INFO] Frame 224
[2020-01-12 13:59:38,225 - INFO] 1 faces are detected.
[2020-01-12 13:59:38,591 - INFO] Frame 225
[2020-01-12 13:59:38,922 - INFO] 1 faces are detected.
[2020-01-12 13:59:39,339 - INFO] Frame 226
[2020-01-12 13:59:39,674 - INFO] 1 faces are detected.
[2020-01-12 13:59:40,040 - INFO] Frame 227
[2020-01-12 13:59:40,370 - INFO] 1 faces are detected.
[2020-01-12 13:59:40,799 - INFO] Frame 228
[2020-01-12 13:59:41,118 - INFO] 1 faces are detected.
[2020-01-12 13:59:41,522 - INFO] Frame 229
[2020-01-12 13:59:41,859 - INFO] 1 faces are detected.
[2020-01-12 13:59:42,305 - INFO] Frame 230
[2020-01-12 13:59:42,631 - INFO] 1 faces are detected.
[2020-01-12 13:59:43,022 - INFO] Frame 231
[2020-01-12 13:59:43,359 - INFO] 1 faces are detected.
[2020-01-12 13:59:43,883 - INFO] Frame 232
[2020-01-12 13:59:44,231 - INFO] 1 faces are detected.
[2020-01-12 13:59:44,623 - INFO] Frame 233
[2020-01-12 13:59:44,951 - INFO] 1 faces are detected.
[2020-01-12 13:59:45,392 - INFO] Frame 234
[2020-01-12 13:59:45,732 - INFO] 1 faces are detected.
[2020-01-12 13:59:46,121 - INFO] Frame 235
[2020-01-12 13:59:46,449 - INFO] 1 faces are detected.
[2020-01-12 13:59:46,845 - INFO] Frame 236
[2020-01-12 13:59:47,162 - INFO] 1 faces are detected.
[2020-01-12 13:59:47,557 - INFO] Frame 237
[2020-01-12 13:59:47,897 - INFO] 1 faces are detected.
[2020-01-12 13:59:48,287 - INFO] Frame 238
